date,ticker,score
2020-01-03,AAPL,-0.21551724017141918
2020-01-03,KO,-0.22555364037784867
2020-01-03,PG,-0.23298253306884695
2020-01-03,CSCO,-0.25934338850139377
2020-01-03,LLY,-0.2703809491161347
2020-01-03,COST,-0.2950829270348769
2020-01-03,MRK,-0.29844450315677507
2020-01-03,TMO,-0.319916986044862
2020-01-03,ADBE,-0.3248120586839683
2020-01-03,JNJ,-0.3264998584450926
2020-01-03,ORCL,-0.32707574496283376
2020-01-03,CRM,-0.3291036289417882
2020-01-03,MSFT,-0.3360637716019866
2020-01-03,AMD,-0.3633787782846099
2020-01-03,MCD,-0.5340920940861321
2020-01-03,ABBV,-0.5483346017826882
2020-01-03,HD,-3.1137271534353386
2020-01-06,NVDA,2.614833095635712
2020-01-06,GOOGL,2.0949286846403274
2020-01-06,AVGO,1.5630444745805396
2020-01-06,GS,0.3353028752938558
2020-01-06,AMZN,0.33152754266547135
2020-01-06,MS,0.29126546706439777
2020-01-06,META,0.22787079688124523
2020-01-06,WFC,0.17041874432153856
2020-01-06,BAC,0.14356678688588118
2020-01-06,TSLA,0.14313536316308642
2020-01-06,CVX,0.06341667842525191
2020-01-06,XOM,0.058320525932412194
2020-01-06,JPM,0.023196766008840852
2020-01-06,COP,-0.023323672972068516
2020-01-06,MA,-0.041183977507199564
2020-01-06,NFLX,-0.06527056909406874
2020-01-06,WMT,-0.07038737078952388
2020-01-06,V,-0.11037309604323207
2020-01-06,AXP,-0.15204652548258932
2020-01-06,PEP,-0.15524856059018055
2020-01-06,QCOM,-0.19956438749287483
2020-01-06,CAT,-0.20298193967261066
2020-01-06,UNH,-0.20741650987168758
2020-01-06,AAPL,-0.21654769293357734
2020-01-06,KO,-0.2260027407663563
2020-01-06,PG,-0.23320811484105033
2020-01-06,CSCO,-0.2599565050335893
2020-01-06,LLY,-0.27153809635961895
2020-01-06,COST,-0.29565338418382076
2020-01-06,MRK,-0.2993648577129489
2020-01-06,TMO,-0.3210784402269147
2020-01-06,JNJ,-0.3251204006841878
2020-01-06,ADBE,-0.32612395261413507
2020-01-06,ORCL,-0.32825583670628183
2020-01-06,CRM,-0.33389196555328865
2020-01-06,MSFT,-0.3371282484906395
2020-01-06,AMD,-0.36474656611707906
2020-01-06,MCD,-0.5350041405234339
2020-01-06,ABBV,-0.5485203298488177
2020-01-06,HD,-3.113757289004496
2020-01-07,NVDA,2.5967125633925594
2020-01-07,GOOGL,2.1038314187321556
2020-01-07,AVGO,1.576857347958163
2020-01-07,GS,0.3318082688213017
2020-01-07,AMZN,0.3313544257367733
2020-01-07,MS,0.2938672394380735
2020-01-07,META,0.22787079688124523
2020-01-07,WFC,0.17596207923135831
2020-01-07,BAC,0.14782675389027727
2020-01-07,TSLA,0.12002179600995039
2020-01-07,CVX,0.06986680822044293
2020-01-07,XOM,0.06236490474359496
2020-01-07,JPM,0.030621377909931084
2020-01-07,COP,-0.023667792238163076
2020-01-07,MA,-0.04159359690808558
2020-01-07,NFLX,-0.06087364902534684
2020-01-07,WMT,-0.06750952158354372
2020-01-07,V,-0.11061251411971469
2020-01-07,AXP,-0.15207998999882072
2020-01-07,PEP,-0.1548902545204475
2020-01-07,CAT,-0.20206956040797155
2020-01-07,QCOM,-0.20337562544553198
2020-01-07,UNH,-0.20815234544219008
2020-01-07,AAPL,-0.2169528566013674
2020-01-07,KO,-0.22690937965874994
2020-01-07,PG,-0.23380065447189502
2020-01-07,CSCO,-0.2602003106967763
2020-01-07,LLY,-0.27353222293049184
2020-01-07,COST,-0.2972192993252129
2020-01-07,MRK,-0.298353378424495
2020-01-07,TMO,-0.32334644211016267
2020-01-07,ADBE,-0.3280087158391627
2020-01-07,JNJ,-0.32875388828134533
2020-01-07,ORCL,-0.330250871766592
2020-01-07,CRM,-0.3370325557685403
2020-01-07,MSFT,-0.338443096848215
2020-01-07,AMD,-0.36678504649239096
2020-01-07,MCD,-0.5362382230777663
2020-01-07,ABBV,-0.5477222359121444
2020-01-07,HD,-3.1138402078445235
2020-01-08,NVDA,2.5945946093100267
2020-01-08,GOOGL,2.0910331943141127
2020-01-08,AVGO,1.6032111338260802
2020-01-08,AMZN,0.3388471892979022
2020-01-08,GS,0.3264194140346153
2020-01-08,MS,0.28663539947194616
2020-01-08,META,0.22787079688124523
2020-01-08,WFC,0.1757773500823624
2020-01-08,BAC,0.14376606727857744
2020-01-08,TSLA,0.09202456952499036
2020-01-08,CVX,0.07715940538774729
2020-01-08,XOM,0.07126865256388983
2020-01-08,JPM,0.02863542975612506
2020-01-08,COP,-0.013241637681210774
2020-01-08,MA,-0.04430514708086856
2020-01-08,WMT,-0.0647765981409297
2020-01-08,NFLX,-0.06791466241385405
2020-01-08,V,-0.11383176675432925
2020-01-08,PEP,-0.15447664902545763
2020-01-08,AXP,-0.15457241788713968
2020-01-08,QCOM,-0.20211462737970795
2020-01-08,CAT,-0.20245304544844767
2020-01-08,UNH,-0.20981190616554457
2020-01-08,AAPL,-0.21871654360009854
2020-01-08,KO,-0.2260237273195175
2020-01-08,PG,-0.23328989694913285
2020-01-08,CSCO,-0.2593517418036929
2020-01-08,LLY,-0.2728526903514534
2020-01-08,MRK,-0.29653501996855264
2020-01-08,COST,-0.29718342556754523
2020-01-08,TMO,-0.3223187096399973
2020-01-08,JNJ,-0.32718533206605094
2020-01-08,ADBE,-0.32759070454138434
2020-01-08,ORCL,-0.3294160162951569
2020-01-08,CRM,-0.3365686038974493
2020-01-08,MSFT,-0.3383110758553205
2020-01-08,AMD,-0.3655364298290842
2020-01-08,MCD,-0.5374659818679981
2020-01-08,ABBV,-0.5486866602802103
2020-01-08,HD,-3.1151227332774885
2020-01-09,NVDA,2.585352155067546
2020-01-09,GOOGL,2.0791695145275706
2020-01-09,AVGO,1.6299571430678859
2020-01-09,AMZN,0.33953669483209376
2020-01-09,GS,0.3158695611380243
2020-01-09,MS,0.2840722527602612
2020-01-09,META,0.22787079688124523
2020-01-09,WFC,0.180202876396394
2020-01-09,BAC,0.1460612213975017
2020-01-09,TSLA,0.10927151273127947
2020-01-09,CVX,0.08089436785621236
2020-01-09,XOM,0.07034471958158382
2020-01-09,JPM,0.02948484411827727
2020-01-09,COP,-0.01783368597910835
2020-01-09,MA,-0.04618692316250502
2020-01-09,NFLX,-0.06274825002253497
2020-01-09,WMT,-0.06639457772510823
2020-01-09,V,-0.11436779208567398
2020-01-09,PEP,-0.1541196480786536
2020-01-09,AXP,-0.15735170996748937
2020-01-09,CAT,-0.2012574332475802
2020-01-09,QCOM,-0.20287871110126407
2020-01-09,UNH,-0.2085539096961749
2020-01-09,AAPL,-0.22166672298489534
2020-01-09,KO,-0.22749509256774517
2020-01-09,PG,-0.23423221106245817
2020-01-09,CSCO,-0.2586485183380545
2020-01-09,LLY,-0.27366152852377473
2020-01-09,MRK,-0.29702037458015734
2020-01-09,COST,-0.2983223496239858
2020-01-09,TMO,-0.32250205850056296
2020-01-09,JNJ,-0.32608788301384745
2020-01-09,ADBE,-0.32787371577995067
2020-01-09,ORCL,-0.32952082367495805
2020-01-09,CRM,-0.337350823605584
2020-01-09,MSFT,-0.33889426288418073
2020-01-09,AMD,-0.3661682681973522
2020-01-09,MCD,-0.5380102467550882
2020-01-09,ABBV,-0.549092990607794
2020-01-09,HD,-3.1162279305015184
2020-01-10,NVDA,2.5718409737693
2020-01-10,GOOGL,2.057747820144028
2020-01-10,AVGO,1.6708162119415535
2020-01-10,AMZN,0.3442038589810832
2020-01-10,GS,0.31507270713849084
2020-01-10,MS,0.2798474342897359
2020-01-10,META,0.22787079688124523
2020-01-10,WFC,0.18075803340232852
2020-01-10,BAC,0.14881225115838767
2020-01-10,TSLA,0.11176025380940138
2020-01-10,CVX,0.08371898539211821
2020-01-10,XOM,0.07287370838726438
2020-01-10,JPM,0.03205934789706561
2020-01-10,COP,-0.015798418116731622
2020-01-10,MA,-0.04937532809723203
2020-01-10,NFLX,-0.05794498506590338
2020-01-10,WMT,-0.06488999431275976
2020-01-10,V,-0.11677387647831165
2020-01-10,PEP,-0.15537491720728946
2020-01-10,AXP,-0.15811078133414028
2020-01-10,CAT,-0.2013853790106185
2020-01-10,QCOM,-0.20446190132402245
2020-01-10,UNH,-0.21042029212101687
2020-01-10,AAPL,-0.2235226139246175
2020-01-10,KO,-0.22922027835940254
2020-01-10,PG,-0.23580601618731536
2020-01-10,CSCO,-0.2596874406925094
2020-01-10,LLY,-0.2755253890523323
2020-01-10,MRK,-0.2984937852771235
2020-01-10,COST,-0.2989339483893056
2020-01-10,TMO,-0.32342128570225637
2020-01-10,JNJ,-0.3269418006288197
2020-01-10,ADBE,-0.32899612389453
2020-01-10,ORCL,-0.33085163934983375
2020-01-10,CRM,-0.3388524506317064
2020-01-10,MSFT,-0.33983123153372374
2020-01-10,AMD,-0.3669549233250486
2020-01-10,MCD,-0.5380639447822444
2020-01-10,ABBV,-0.5472915119028325
2020-01-10,HD,-3.116390515267228
2020-01-13,NVDA,2.542353726219089
2020-01-13,GOOGL,2.0717094817080666
2020-01-13,AVGO,1.6923130736933654
2020-01-13,AMZN,0.3523129007237629
2020-01-13,GS,0.3166633610184198
2020-01-13,MS,0.2825536346438074
2020-01-13,META,0.22787079688124523
2020-01-13,WFC,0.19387259546903435
2020-01-13,BAC,0.1515576306273018
2020-01-13,CVX,0.08965374390557602
2020-01-13,XOM,0.07477271357519208
2020-01-13,TSLA,0.06495619866319277
2020-01-13,JPM,0.03410472380385187
2020-01-13,COP,-0.009239432933298689
2020-01-13,MA,-0.050597604169873654
2020-01-13,WMT,-0.05900318944321876
2020-01-13,NFLX,-0.06407749715004883
2020-01-13,V,-0.11651831260642498
2020-01-13,PEP,-0.15728066297761475
2020-01-13,AXP,-0.15871132503061403
2020-01-13,CAT,-0.2013819663883195
2020-01-13,UNH,-0.20603180061675727
2020-01-13,QCOM,-0.20607777780747702
2020-01-13,AAPL,-0.2264032391779298
2020-01-13,KO,-0.23081131361006935
2020-01-13,PG,-0.23658999630049196
2020-01-13,CSCO,-0.26090713264792953
2020-01-13,LLY,-0.2773123820393711
2020-01-13,MRK,-0.2989442016832304
2020-01-13,COST,-0.30039061854525156
2020-01-13,TMO,-0.32486580922527586
2020-01-13,JNJ,-0.32780317371653767
2020-01-13,ADBE,-0.33127423930996597
2020-01-13,ORCL,-0.33210142258900444
2020-01-13,CRM,-0.34138549036377386
2020-01-13,MSFT,-0.3417917186327721
2020-01-13,AMD,-0.3691538470035331
2020-01-13,MCD,-0.5375822577731797
2020-01-13,ABBV,-0.543787431323357
2020-01-13,HD,-3.1155987951758046
2020-01-14,NVDA,2.5702421153279147
2020-01-14,GOOGL,2.0821936652687953
2020-01-14,AVGO,1.6380083648487238
2020-01-14,AMZN,0.35834788109755106
2020-01-14,GS,0.3124949964486413
2020-01-14,MS,0.27884403818480186
2020-01-14,META,0.22787079688124523
2020-01-14,WFC,0.22640660029457882
2020-01-14,BAC,0.14529694783496253
2020-01-14,CVX,0.08940341278721996
2020-01-14,XOM,0.07739717634922243
2020-01-14,TSLA,0.048261545877237855
2020-01-14,JPM,0.027653233604489878
2020-01-14,COP,-0.0103129244810157
2020-01-14,MA,-0.04725878823560662
2020-01-14,WMT,-0.06109809642391013
2020-01-14,NFLX,-0.0644377107165255
2020-01-14,V,-0.1175922474145983
2020-01-14,PEP,-0.15704204865077945
2020-01-14,AXP,-0.1590515803715914
2020-01-14,CAT,-0.20101600715703136
2020-01-14,QCOM,-0.20506192503115464
2020-01-14,UNH,-0.20675327201628405
2020-01-14,AAPL,-0.22387109090061283
2020-01-14,KO,-0.23001361847064317
2020-01-14,PG,-0.23604739815568387
2020-01-14,CSCO,-0.26003768128650145
2020-01-14,LLY,-0.2770158658934748
2020-01-14,MRK,-0.2989734665739909
2020-01-14,COST,-0.29984593509462915
2020-01-14,TMO,-0.3248248426859974
2020-01-14,JNJ,-0.329412732980341
2020-01-14,ADBE,-0.3304028937576137
2020-01-14,ORCL,-0.33185807361128955
2020-01-14,CRM,-0.3401150666119441
2020-01-14,MSFT,-0.3407089999702713
2020-01-14,AMD,-0.36803649111334863
2020-01-14,MCD,-0.5381311704854433
2020-01-14,ABBV,-0.5463902937619591
2020-01-14,HD,-3.115356565357148
2020-01-15,NVDA,2.574207852392851
2020-01-15,GOOGL,2.0571153537348326
2020-01-15,AVGO,1.658095327010317
2020-01-15,AMZN,0.3572885662465155
2020-01-15,GS,0.31005299726068597
2020-01-15,MS,0.2742401663447034
2020-01-15,WFC,0.23616368486547648
2020-01-15,META,0.22787079688124523
2020-01-15,BAC,0.15314326636044687
2020-01-15,CVX,0.08782429490398086
2020-01-15,XOM,0.07591133536301169
2020-01-15,TSLA,0.06608881523419241
2020-01-15,JPM,0.032344405381522945
2020-01-15,COP,-0.01118572401022458
2020-01-15,MA,-0.05040424644390029
2020-01-15,WMT,-0.059617446318243
2020-01-15,NFLX,-0.0661426505528838
2020-01-15,V,-0.12324970750983895
2020-01-15,PEP,-0.15916890706868372
2020-01-15,AXP,-0.16127393470843518
2020-01-15,CAT,-0.20004453254444318
2020-01-15,QCOM,-0.20403665530277662
2020-01-15,UNH,-0.2105873786155057
2020-01-15,AAPL,-0.22343299201628028
2020-01-15,KO,-0.23110855295255148
2020-01-15,PG,-0.237616333967269
2020-01-15,CSCO,-0.26141649180639587
2020-01-15,LLY,-0.27672314239221757
2020-01-15,COST,-0.2999568290437141
2020-01-15,MRK,-0.3005946582799704
2020-01-15,TMO,-0.32540838938008676
2020-01-15,JNJ,-0.32956399375449597
2020-01-15,ADBE,-0.3296462961754784
2020-01-15,ORCL,-0.3313144840305919
2020-01-15,CRM,-0.3392595496672753
2020-01-15,MSFT,-0.34065046541586635
2020-01-15,AMD,-0.36751201660745686
2020-01-15,MCD,-0.5391727619488721
2020-01-15,ABBV,-0.5496806883598395
2020-01-15,HD,-3.1161508099734356
2020-01-16,NVDA,2.5706517603873977
2020-01-16,GOOGL,2.066058351969892
2020-01-16,AVGO,1.656823042462524
2020-01-16,AMZN,0.3598240479453478
2020-01-16,GS,0.30538488583623763
2020-01-16,MS,0.2390621649558824
2020-01-16,WFC,0.23137644830373372
2020-01-16,META,0.22787079688124523
2020-01-16,BAC,0.15900871538174693
2020-01-16,CVX,0.09039326933560275
2020-01-16,XOM,0.0836148022425625
2020-01-16,TSLA,0.07869809549051124
2020-01-16,JPM,0.03571466724763795
2020-01-16,COP,-0.007121137720703163
2020-01-16,MA,-0.052199593042037806
2020-01-16,WMT,-0.05745198278490366
2020-01-16,NFLX,-0.062060929095702204
2020-01-16,V,-0.12201727214896992
2020-01-16,PEP,-0.15844942826281108
2020-01-16,AXP,-0.16030182944621343
2020-01-16,CAT,-0.20104223940260701
2020-01-16,QCOM,-0.20522316315579836
2020-01-16,UNH,-0.21128731755432284
2020-01-16,AAPL,-0.22387163396123688
2020-01-16,KO,-0.23051787893005168
2020-01-16,PG,-0.2364070629318712
2020-01-16,CSCO,-0.2628893195614722
2020-01-16,LLY,-0.2767672463744501
2020-01-16,MRK,-0.2993702279004114
2020-01-16,COST,-0.2999083328513872
2020-01-16,TMO,-0.32498840140470625
2020-01-16,JNJ,-0.32896416216007685
2020-01-16,ADBE,-0.3298105239071341
2020-01-16,ORCL,-0.33172502682124294
2020-01-16,CRM,-0.3393591089539943
2020-01-16,MSFT,-0.3414245514921544
2020-01-16,AMD,-0.3682134788169325
2020-01-16,MCD,-0.5385425526146593
2020-01-16,ABBV,-0.5470530118420114
2020-01-16,HD,-3.1172572124963387
2020-01-17,NVDA,2.5836257715328013
2020-01-17,GOOGL,2.04047428818858
2020-01-17,AVGO,1.658155917364252
2020-01-17,AMZN,0.36953997498113794
2020-01-17,GS,0.31005847725537145
2020-01-17,WFC,0.23570210348104018
2020-01-17,MS,0.23021930237813057
2020-01-17,META,0.22787079688124523
2020-01-17,BAC,0.16208613330001054
2020-01-17,CVX,0.09873501619562584
2020-01-17,XOM,0.08790162984983306
2020-01-17,TSLA,0.08509804616042926
2020-01-17,JPM,0.03455773698238154
2020-01-17,COP,-0.005532259041977988
2020-01-17,WMT,-0.052935371649197316
2020-01-17,MA,-0.05421767102045583
2020-01-17,NFLX,-0.062011416456570705
2020-01-17,V,-0.12614169433119282
2020-01-17,PEP,-0.16030745090703338
2020-01-17,AXP,-0.16165575185046646
2020-01-17,CAT,-0.2021974390149642
2020-01-17,QCOM,-0.2089957550487215
2020-01-17,UNH,-0.21063775257665895
2020-01-17,AAPL,-0.22583779586074712
2020-01-17,KO,-0.2313005202837172
2020-01-17,PG,-0.23705041194450502
2020-01-17,CSCO,-0.26349189891433245
2020-01-17,LLY,-0.2772162891598087
2020-01-17,MRK,-0.2996649127315165
2020-01-17,COST,-0.30101153931343005
2020-01-17,TMO,-0.32623729974530885
2020-01-17,JNJ,-0.3295832213286778
2020-01-17,ADBE,-0.3313382510897854
2020-01-17,ORCL,-0.3321188208351028
2020-01-17,CRM,-0.3396517974294894
2020-01-17,MSFT,-0.3425882563317582
2020-01-17,AMD,-0.3697917449158476
2020-01-17,MCD,-0.5387064658551515
2020-01-17,ABBV,-0.542474092975174
2020-01-17,HD,-3.118493601148415
2020-01-21,NVDA,2.5907676087715585
2020-01-21,GOOGL,2.033536310994068
2020-01-21,AVGO,1.658438060432913
2020-01-21,AMZN,0.357872514959044
2020-01-21,GS,0.320891865792347
2020-01-21,MS,0.2485457292765901
2020-01-21,WFC,0.2388399924951625
2020-01-21,META,0.23196652083786115
2020-01-21,BAC,0.16988195372775375
2020-01-21,CVX,0.10954955730227711
2020-01-21,XOM,0.09562296049823349
2020-01-21,TSLA,0.04513481870295473
2020-01-21,JPM,0.03951381568634549
2020-01-21,COP,0.001620187071479558
2020-01-21,MA,-0.051910322258327625
2020-01-21,WMT,-0.05423019121934584
2020-01-21,NFLX,-0.05966175468335146
2020-01-21,V,-0.12815708160570136
2020-01-21,AXP,-0.15890977449231375
2020-01-21,PEP,-0.15933177803055432
2020-01-21,CAT,-0.19861333617779153
2020-01-21,QCOM,-0.20636426264477747
2020-01-21,UNH,-0.2101237768508324
2020-01-21,AAPL,-0.22333743495733635
2020-01-21,KO,-0.23016777971760138
2020-01-21,PG,-0.23530693520187598
2020-01-21,CSCO,-0.26124590249966445
2020-01-21,LLY,-0.27597091544134694
2020-01-21,MRK,-0.2970225303868987
2020-01-21,COST,-0.30204948838675244
2020-01-21,TMO,-0.32412001223428094
2020-01-21,JNJ,-0.3293811860945515
2020-01-21,ORCL,-0.33063190367520573
2020-01-21,CRM,-0.3397248629195036
2020-01-21,MSFT,-0.34074325727978455
2020-01-21,AMD,-0.3686306344600894
2020-01-21,ADBE,-0.39608422869816556
2020-01-21,MCD,-0.5362859133933223
2020-01-21,ABBV,-0.5410059990519197
2020-01-21,HD,-3.118872114658605
2020-01-22,NVDA,2.586392173937735
2020-01-22,GOOGL,2.045883633499162
2020-01-22,AVGO,1.6418933016647532
2020-01-22,AMZN,0.3636902266084734
2020-01-22,GS,0.32045654039986504
2020-01-22,MS,0.2522989594258372
2020-01-22,WFC,0.2469711349874686
2020-01-22,META,0.23196652083786115
2020-01-22,BAC,0.1705306139239662
2020-01-22,CVX,0.11337356477865694
2020-01-22,XOM,0.10041473773692655
2020-01-22,JPM,0.04137716105642387
2020-01-22,TSLA,0.02537702794413281
2020-01-22,COP,0.009282574325436305
2020-01-22,NFLX,-0.04674963811705696
2020-01-22,MA,-0.053874296405912236
2020-01-22,WMT,-0.055338120561566874
2020-01-22,V,-0.12912850110756216
2020-01-22,AXP,-0.16099228656764036
2020-01-22,PEP,-0.16188250641774293
2020-01-22,CAT,-0.1954554821969184
2020-01-22,QCOM,-0.20698177948016153
2020-01-22,UNH,-0.21135359428511266
2020-01-22,AAPL,-0.22485753284207802
2020-01-22,KO,-0.23242179559832551
2020-01-22,PG,-0.23669922431258858
2020-01-22,CSCO,-0.26260738411159773
2020-01-22,LLY,-0.27813416280613473
2020-01-22,MRK,-0.2981647744225995
2020-01-22,COST,-0.30325957208158955
2020-01-22,TMO,-0.32657264644502737
2020-01-22,JNJ,-0.32900088405886646
2020-01-22,ORCL,-0.3317989012491719
2020-01-22,CRM,-0.34005775152818396
2020-01-22,MSFT,-0.3423351995092687
2020-01-22,AMD,-0.37099576978168486
2020-01-22,ADBE,-0.3982425478927432
2020-01-22,MCD,-0.5372122911909615
2020-01-22,ABBV,-0.5384385300451887
2020-01-22,HD,-3.119504449089334
2020-01-23,NVDA,2.5792573270990964
2020-01-23,GOOGL,2.0616968343462716
2020-01-23,AVGO,1.6179101759284942
2020-01-23,AMZN,0.36991650314105223
2020-01-23,GS,0.3294578760136512
2020-01-23,MS,0.26023419160836786
2020-01-23,WFC,0.2555766287762032
2020-01-23,META,0.23186264275734553
2020-01-23,BAC,0.17785767653719442
2020-01-23,CVX,0.11495715925263622
2020-01-23,XOM,0.10621713241754917
2020-01-23,JPM,0.04384965989127484
2020-01-23,TSLA,0.02552276678419413
2020-01-23,COP,0.010122451940359184
2020-01-23,WMT,-0.05338510581943633
2020-01-23,MA,-0.054188936735247197
2020-01-23,NFLX,-0.06931939860538171
2020-01-23,V,-0.12720786037951012
2020-01-23,AXP,-0.16089178851058858
2020-01-23,PEP,-0.16301008485857138
2020-01-23,CAT,-0.1959997946346124
2020-01-23,QCOM,-0.20772448922907394
2020-01-23,UNH,-0.21167685515220783
2020-01-23,AAPL,-0.22623921179170128
2020-01-23,KO,-0.23398124616918148
2020-01-23,PG,-0.23576585340504874
2020-01-23,CSCO,-0.262890057155261
2020-01-23,LLY,-0.2797218117992557
2020-01-23,MRK,-0.2980926546524991
2020-01-23,COST,-0.3048961649670002
2020-01-23,TMO,-0.32635862219131745
2020-01-23,JNJ,-0.3301386907771129
2020-01-23,ORCL,-0.333694306005681
2020-01-23,CRM,-0.34217043451430446
2020-01-23,MSFT,-0.34437365136380266
2020-01-23,AMD,-0.3731315325480704
2020-01-23,ADBE,-0.4003602040908188
2020-01-23,ABBV,-0.5317709602163905
2020-01-23,MCD,-0.5388252480877112
2020-01-23,HD,-3.120193891608204
2020-01-24,NVDA,2.5841085644054576
2020-01-24,GOOGL,2.0769751948892363
2020-01-24,AVGO,1.580739977707202
2020-01-24,AMZN,0.3739902039438239
2020-01-24,GS,0.33524735596537464
2020-01-24,MS,0.2673130416537799
2020-01-24,WFC,0.259706933052853
2020-01-24,META,0.23186264275734553
2020-01-24,BAC,0.18351625735534602
2020-01-24,CVX,0.1165605371846548
2020-01-24,XOM,0.10554331220098812
2020-01-24,JPM,0.051796316569147995
2020-01-24,TSLA,0.02794338502708854
2020-01-24,COP,0.010177135553991098
2020-01-24,WMT,-0.05213575343354965
2020-01-24,MA,-0.05514455208723864
2020-01-24,NFLX,-0.0753928753058098
2020-01-24,V,-0.12761379628576222
2020-01-24,PEP,-0.16390087724220226
2020-01-24,AXP,-0.16871064990347862
2020-01-24,CAT,-0.19485844264713992
2020-01-24,QCOM,-0.20720361661179196
2020-01-24,UNH,-0.21027067459837587
2020-01-24,AAPL,-0.22776479586882128
2020-01-24,KO,-0.23519610747708317
2020-01-24,PG,-0.23770119044749147
2020-01-24,CSCO,-0.26390614593342243
2020-01-24,LLY,-0.2801074035069597
2020-01-24,MRK,-0.2965184512888031
2020-01-24,COST,-0.30572723513427036
2020-01-24,TMO,-0.32759035471308556
2020-01-24,JNJ,-0.3325961688484593
2020-01-24,ORCL,-0.3339321055872539
2020-01-24,CRM,-0.3429025331762085
2020-01-24,MSFT,-0.3451353600421833
2020-01-24,AMD,-0.3735995133475319
2020-01-24,ADBE,-0.40148074427352975
2020-01-24,ABBV,-0.5282575719261655
2020-01-24,MCD,-0.538940190612621
2020-01-24,HD,-3.1206544097642457
2020-01-27,NVDA,2.6015234803036598
2020-01-27,GOOGL,2.0563824859115174
2020-01-27,AVGO,1.6041905539675234
2020-01-27,AMZN,0.3645080644451113
2020-01-27,GS,0.3248395077405588
2020-01-27,MS,0.26577338580043336
2020-01-27,WFC,0.24697219818169405
2020-01-27,META,0.23186264275734553
2020-01-27,BAC,0.17927352946355626
2020-01-27,CVX,0.10931389460864456
2020-01-27,XOM,0.10425144207315336
2020-01-27,JPM,0.043901457223263295
2020-01-27,TSLA,0.019691645717241024
2020-01-27,COP,0.010614477552912532
2020-01-27,MA,-0.05296322131783223
2020-01-27,WMT,-0.06516460715299663
2020-01-27,NFLX,-0.07268472463426585
2020-01-27,V,-0.1277430676787825
2020-01-27,PEP,-0.16268414646458887
2020-01-27,AXP,-0.16438827865535613
2020-01-27,CAT,-0.1904136835082748
2020-01-27,QCOM,-0.20266512307938
2020-01-27,UNH,-0.20617012157501868
2020-01-27,AAPL,-0.22385849486864395
2020-01-27,KO,-0.2334074385343973
2020-01-27,PG,-0.2384845214590082
2020-01-27,CSCO,-0.2607709572121911
2020-01-27,LLY,-0.27651396454680616
2020-01-27,MRK,-0.2954520691825822
2020-01-27,COST,-0.30361023332425885
2020-01-27,TMO,-0.325391165938522
2020-01-27,ORCL,-0.32951933473958234
2020-01-27,JNJ,-0.3359970810535691
2020-01-27,CRM,-0.3403495805625783
2020-01-27,MSFT,-0.3411392654945813
2020-01-27,AMD,-0.36878623003966804
