date,portfolio_return,benchmark_return,turnover,cost,nav
2024-02-12,0.0036253645272708085,-0.0004389536586061338,0.0,0.0,2.507080890813448
2024-02-13,-0.012694233523745971,-0.013773086483303443,0.0,0.0,2.475255420522541
2024-02-14,0.01325353358121263,0.009087670580652185,0.0,0.0,2.5080613013605153
2024-02-15,0.01596149787240838,0.006899673903582038,0.0,0.0,2.5480937164860507
2024-02-16,-0.005005750722128177,-0.004979982252808934,0.0,0.0,2.5353385945247005
2024-02-20,-0.010878750991137803,-0.005505422369269541,0.0,0.0,2.507757277276645
2024-02-21,0.001106374545134936,0.0009058905865211297,0.0,0.0,2.5105317960936007
2024-02-22,0.02982509205827164,0.020695474709609307,0.0,0.0,2.5854086380273102
2024-02-23,-0.0006756735867974318,0.0006896776717688624,0.0,0.0,2.5836617456995175
2024-02-26,0.0027440403154355923,-0.0036625528988423195,0.0,0.0,2.5907514176911652
2024-02-27,0.0032502996220904914,0.001857808431802832,0.0,0.0,2.5991721360450173
2024-02-28,-0.00010918368752395034,-0.0013217705217585252,0.0,0.0,2.5988883488466943
2024-02-29,0.009649029905285706,0.0035949595495821107,0.0,0.0,2.6239651002452145
2024-03-01,0.015971950202113,0.00938840021336973,0.5,0.0005,2.6658749401584134
2024-03-04,0.006011605534099375,-0.0010724558247864335,0.0,0.0,2.6819011287018863
2024-03-05,-0.006663020684731325,-0.009994340608685093,0.0,0.0,2.6640315660069414
2024-03-06,0.005832972621083338,0.005067526210319029,0.0,0.0,2.6795707891931615
2024-03-07,0.011619934125375127,0.009926411131015334,0.0,0.0,2.7107072252478654
2024-03-08,-0.011481314215028567,-0.006002378438801692,0.0,0.0,2.679584743849847
2024-03-11,-0.008759360999637268,-0.0008596755133970513,0.0,0.0,2.6561132937493457
2024-03-12,0.014251741224581262,0.010757367147913977,0.0,0.0,2.6939675330750315
2024-03-13,-0.0006255958484608473,-0.0015675669345437404,0.0,0.0,2.6922821981704512
2024-03-14,-0.0051881973307912055,-0.0019768472822877525,0.0,0.0,2.6783141068561664
2024-03-15,-0.005487789264997711,-0.0068665393371252215,0.0,0.0,2.6636160834522693
2024-03-18,0.006000841006609265,0.005943151203128272,0.0,0.0,2.6796000200717134
2024-03-19,0.0015515810138148067,0.005557011313033655,0.0,0.0,2.6837576365874747
2024-03-20,0.011096287699346402,0.00924939793141788,0.0,0.0,2.713537383438367
2024-03-21,0.012835134260972951,0.0033047685628966317,0.0,0.0,2.7483660000769676
2024-03-22,-0.004502105641085825,-0.0018959701893527248,0.0,0.0,2.735992566004253
2024-03-25,-0.003912356384239386,-0.002762751696851584,0.0,0.0,2.7252883880214145
2024-03-26,-0.0035977581814464203,-0.001847037330710788,0.0,0.0,2.7154834594266095
2024-03-27,0.006891403550572456,0.008403902109950234,0.0,0.0,2.7341969517804228
2024-03-28,0.0011212040241054097,-0.00019120536579619873,0.0,0.0,2.7372625444054552
2024-04-01,0.0004328874560073303,-0.0017395844265001292,0.5,0.0005,2.738447471024727
2024-04-02,-0.001968025601726481,-0.006358141203369971,0.0,0.0,2.733058136292767
2024-04-03,0.006764886036069773,0.0010984839812453462,0.0,0.0,2.751546963114741
2024-04-04,-0.013578947327961558,-0.01220614153450017,0.0,0.0,2.7141838518321935
2024-04-05,0.013051994016284606,0.010446882468048369,0.0,0.0,2.7496093632254035
2024-04-08,0.00046349916372517315,0.0005593241126458093,0.0,0.0,2.750883804865829
2024-04-09,-0.001977375304697915,0.0011568330832567586,0.0,0.0,2.745444275163994
2024-04-10,-0.00818205397633365,-0.010013198277421975,0.0,0.0,2.722980901915586
2024-04-11,0.004593170994615363,0.007546927974082074,0.0,0.0,2.7354880188131565
2024-04-12,-0.016619100118416184,-0.013803044643004192,0.0,0.0,2.6900266695557726
2024-04-15,-0.0075639544108244364,-0.012528161637780588,0.0,0.0,2.6696794304633507
2024-04-16,-0.0021857993407252527,-0.001823810860570263,0.0,0.0,2.663844046924296
2024-04-17,-0.004750826352978033,-0.005918178426796872,0.0,0.0,2.6511885864259446
2024-04-18,0.0002981531720430362,-0.002057726635803392,0.0,0.0,2.6519790467126714
2024-04-19,-0.006976224513529084,-0.00872837259914061,0.0,0.0,2.633478245477629
2024-04-22,0.012203725598189169,0.00920908126486597,0.0,0.0,2.665616491354239
2024-04-23,0.014896413685291337,0.011866672246626297,0.0,0.0,2.7053246173357866
2024-04-24,-0.0033125027610981742,-0.00047460733306348146,0.0,0.0,2.696363222071195
2024-04-25,-0.0076835618841519454,-0.003798970793799983,0.0,0.0,2.6756455483922594
2024-04-26,0.012859724879225938,0.00947394817916547,0.0,0.0,2.7100536140189093
2024-04-29,-0.00012863650533593857,0.00354149125067571,0.0,0.0,2.709705002192729
2024-04-30,-0.017972042440207937,-0.015841338037677177,0.0,0.0,2.6610060688928776
2024-05-01,-0.0075104425038910625,-0.003247151355315059,0.4,0.0004,2.6410207358099522
2024-05-02,0.009145789754616242,0.009353469701108397,0.0,0.0,2.665174956197252
2024-05-03,0.005889071665652074,0.012395359318103205,0.0,0.0,2.680870362515799
2024-05-06,0.013144463078992882,0.01032691693235055,0.0,0.0,2.7161089640154543
2024-05-07,0.0031845768007212954,0.0011033716345441036,0.0,0.0,2.724758621610489
2024-05-08,0.0021326354254741662,9.659653182181316e-05,0.0,0.0,2.730569538372802
2024-05-09,0.006952151457146521,0.0057619887050999186,0.0,0.0,2.74955287136784
2024-05-10,0.0034717842618589346,0.0012880435746109864,0.0,0.0,2.7590987257538044
2024-05-13,-0.0013603203087657451,0.00013444249996319435,0.0,0.0,2.755345467723272
2024-05-14,0.0058228041772789285,0.004588073744761001,0.0,0.0,2.7713893048225775
2024-05-15,0.012124931869106204,0.0123830860666716,0.0,0.0,2.804992211326321
2024-05-16,-0.003592673076493846,-0.002057662461927734,0.0,0.0,2.794914791328914
2024-05-17,0.0032911104216433616,0.0014376336953807467,0.0,0.0,2.8041131645262616
2024-05-20,-0.0015104284732027078,0.0011519276218663332,0.0,0.0,2.7998777521604787
2024-05-21,0.006324451302179611,0.002452534267717521,0.0,0.0,2.817585442656074
2024-05-22,-0.0070030198362311625,-0.002879175127503797,0.0,0.0,2.797853835910877
2024-05-23,-0.005139463980480958,-0.007304508636033824,0.0,0.0,2.7834743668985626
2024-05-24,0.007523437619134233,0.006616749419619872,0.0,0.0,2.8044156626623833
2024-05-28,0.0025979893900483215,0.0006987272701077796,0.0,0.0,2.8117015047992653
2024-05-29,-0.008746469489145103,-0.007002572877040092,0.0,0.0,2.787109043374955
2024-05-30,-0.00300253003386129,-0.006633705018401992,0.0,0.0,2.778740664764575
2024-05-31,0.010031450740054888,0.009108197461457301,0.0,0.0,2.8066154648625483
2024-06-03,-0.0043492960533936245,0.000815398053666927,0.4,0.0004,2.794408663297828
2024-06-04,-0.0011861553724734687,0.0011179786074948517,0.0,0.0,2.791094060448971
2024-06-05,0.011785486190830138,0.011885047080622657,0.0,0.0,2.8239884609557
2024-06-06,-0.0016968638760703875,-1.8943145539740414e-05,0.0,0.0,2.819196536949865
2024-06-07,-0.0014430068382143397,-0.0012154245964332011,0.0,0.0,2.815128417068776
2024-06-10,0.0028232229596984295,0.0030896755196778702,0.0,0.0,2.8230761522503443
2024-06-11,-0.001606930141570474,0.0024084531043191415,0.0,0.0,2.8185396660893445
2024-06-12,0.005669185442983676,0.008212962289140924,0.0,0.0,2.8345184901348106
